validScientificName,kingdom,phylum,order,family.ORIG,genus.ORIG,species,taxonRank.ORIG,iucnRedListCategory,decimalLongitude,decimalLatitude,coordinateUncertaintyInMeters,year,datasetKey,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Rosa majalis Herrm.,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa majalis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Rosa majalis Herrm.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,235,5,wfo-0001011480,"",52233,Rosa majalis,species,"",Desf.,Rosaceae,"","",,Rosa,"",majalis,"",species,"",Flora atlantica ; 1798 400 1798,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-52233 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-52233 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-52233,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-52233,"",FALSE,"","",""
Rosa majalis Herrm.,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa majalis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Rosa majalis Herrm.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,235,6,wfo-0001014409,urn:lsid:ipni.org:names:733218-1,6041,Rosa majalis,species,wfo-4000033476,Herrm.,Rosaceae,"","",,Rosa,"",majalis,"",species,Valid,De Rosa : 8 (1762),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Diss. Bot.-Med. Rosa 8. 1762  to De Rosa : 8 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-6041 >The",http://www.theplantlist.org/tpl1.1/record/rjp-6041,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-6041,"",FALSE,"","",""
Rosa mollis Sm.,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa mollis,SPECIES,NE,10.421715,63.445212,10,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Rosa mollis Sm.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,236,1,wfo-0001002250,"",32654,Rosa mollis f. atona,form,"",Matsson,Rosaceae,"","",,Rosa,"",mollis,atona,form,"",; 1915 49 1915,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-32654 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-32654 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-32654,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-32654,"",FALSE,"","",""
Sorbus aucuparia L.,Plantae,Tracheophyta,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,SPECIES,LC,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Sorbus aucuparia L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,237,1,wfo-0001016186,urn:lsid:ipni.org:names:741641-1,68,Sorbus aucuparia,species,wfo-4000035797,L.,Rosaceae,"","",,Sorbus,"",aucuparia,"",species,Valid,Sp. Pl. : 477 (1753),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Sp. Pl. 1: 477. 1753 [1 May 1753]  to Sp. Pl. : 477 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-68",http://www.theplantlist.org/tpl1.1/record/rjp-68,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-68,"",TRUE,Synonym,wfo-0000992010,Sorbus aucuparia var. typica
Amelanchier humilis Wiegand,Plantae,Tracheophyta,Rosales,Rosaceae,Amelanchier,Amelanchier humilis,SPECIES,NE,10.421859,63.445236,23,2021,b124e1e0-4755-430f-9eab-894f25a9b59c,Amelanchier humilis Wiegand,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,8,238,1,wfo-0001006556,"",40498,Amelanchier humilis,species,"",Rosend. & Butters,Rosaceae,"","",,Amelanchier,"",humilis,"",species,"","Trees and shrubs of Minnesota ; 1928 216, f. 1928",Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-40498 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-40498 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-40498,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-40498,"",FALSE,"","",""
Amelanchier humilis Wiegand,Plantae,Tracheophyta,Rosales,Rosaceae,Amelanchier,Amelanchier humilis,SPECIES,NE,10.421859,63.445236,23,2021,b124e1e0-4755-430f-9eab-894f25a9b59c,Amelanchier humilis Wiegand,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,8,238,2,wfo-0001009235,"",4793,Amelanchier humilis,species,wfo-4000001570,Wiegand,Rosaceae,"","",,Amelanchier,"",humilis,"",species,Valid,"; 1912 141, pl.95,f.2A-G 1912",Accepted,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-4793 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-4793 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-4793,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-4793,"",FALSE,"","",""
Cotoneaster horizontalis Decne.,Plantae,Tracheophyta,Rosales,Rosaceae,Cotoneaster,Cotoneaster horizontalis,SPECIES,NE,10.424545,63.444718,5,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Cotoneaster horizontalis Decne.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,239,1,wfo-0000984749,urn:lsid:ipni.org:names:722522-1,1169,Cotoneaster horizontalis,species,wfo-4000009472,Decne.,Rosaceae,"","",,Cotoneaster,"",horizontalis,"",species,Valid,Ann. Gén. Hort. 22: 168 (1879),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from in Fl. des Serres Ser. II, xii. (1877) 168.  to Ann. Gén. Hort. 22: 168 (1879), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org",http://www.theplantlist.org/tpl1.1/record/rjp-1169,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1169,"",FALSE,"","",""
Alchemilla filicaulis Buser,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,Alchemilla filicaulis,SPECIES,NE,10.4235,63.4454,1414,1901,e45c7d91-81c6-4455-86e3-2965a5739b1f,Alchemilla filicaulis Buser,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,240,1,wfo-0000983182,urn:lsid:ipni.org:names:721118-1,1001,Alchemilla filicaulis,species,wfo-4000001119,Buser,Rosaceae,"","",,Alchemilla,"",filicaulis,"",species,Valid,Bull. Herb. Boissier i(app. ii): 22. 1893,Accepted,"","",,"Source in seed data: rjp Updated namepublishedIn from ; 1893 22 1893  to Bull. Herb. Boissier i(app. ii): 22. 1893 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rj",http://www.theplantlist.org/tpl1.1/record/rjp-1001,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1001,"",FALSE,"","",""
Alchemilla filicaulis Buser,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,Alchemilla filicaulis,SPECIES,NE,10.4235,63.4454,1414,1901,e45c7d91-81c6-4455-86e3-2965a5739b1f,Alchemilla filicaulis Buser,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,240,2,wfo-0000986187,urn:lsid:ipni.org:names:8075-2,13775,Alchemilla filicaulis,species,"",Pittier,Rosaceae,"","",,Alchemilla,"",filicaulis,"",species,"",Trab. Mus. Comercial Venezuela 290. 1929 from Bol. Minist. R. R. E. E. nos. 8-12.  Dec. 1929,Unchecked,"","",,"Source in seed data: rjp Updated scientificnameAuthorship from Pittier & M.D¡az to Pittier, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-13775 >The Plant List ",http://www.theplantlist.org/tpl1.1/record/rjp-13775,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-13775,"",FALSE,"","",""
Alchemilla wichurae,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,Alchemilla wichurae,SPECIES,NE,10.421715,63.445212,10,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Alchemilla wichurae (Buser) Stefansson,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,241,1,wfo-0000984096,"",1096,Alchemilla wichurae,species,wfo-4000001119,(Buser) Stefánsson,Rosaceae,"","",,Alchemilla,"",wichurae,"",species,Valid,Fl¢ra Islands ; 1901 135 1901,Accepted,"",wfo-0001018967,,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-1096 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-1096 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-1096,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1096,"",FALSE,"","",""
Alchemilla wichurae,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,Alchemilla wichurae,SPECIES,NE,10.421715,63.445212,10,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Alchemilla wichurae (Buser) Stefansson,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,241,2,wfo-0001001917,urn:lsid:ipni.org:names:905625-1,32282,Alchemilla corcontica,species,wfo-4000001119,Plocek,Rosaceae,"","",,Alchemilla,"",corcontica,"",species,Valid,Preslia 57: 22 (1985),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Preslia 57(1): 22 (1985).  to Preslia 57: 22 (1985), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-32282 >Th",http://www.theplantlist.org/tpl1.1/record/rjp-32282,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-32282,"",TRUE,Synonym,wfo-0001014871,Alchemilla wichurae
Alchemilla wichurae,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,Alchemilla wichurae,SPECIES,NE,10.421715,63.445212,10,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Alchemilla wichurae (Buser) Stefansson,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,241,3,wfo-0001001917,urn:lsid:ipni.org:names:905625-1,32282,Alchemilla corcontica,species,wfo-4000001119,Plocek,Rosaceae,"","",,Alchemilla,"",corcontica,"",species,Valid,Preslia 57: 22 (1985),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Preslia 57(1): 22 (1985).  to Preslia 57: 22 (1985), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-32282 >Th",http://www.theplantlist.org/tpl1.1/record/rjp-32282,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-32282,"",TRUE,Synonym,wfo-0001014872,Alchemilla wichurae
Alchemilla glabra Neygenf.,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,Alchemilla glabra,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Alchemilla glabra Neygenf.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,9,242,1,wfo-0000984092,urn:lsid:ipni.org:names:720597-1,1095,Alchemilla glabra,species,wfo-4000001119,Neygenf.,Rosaceae,"","",,Alchemilla,"",glabra,"",species,Valid,Ench. Bot. : 67 (1821),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Ench. Bot. [ Neygenfind] 67. 1821  to Ench. Bot. : 67 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-",http://www.theplantlist.org/tpl1.1/record/rjp-1095,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1095,"",FALSE,"","",""
Alchemilla glabra Neygenf.,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,Alchemilla glabra,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Alchemilla glabra Neygenf.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,9,242,2,wfo-0001002007,urn:lsid:ipni.org:names:720596-1,32370,Alchemilla glabra,species,"",Suffrian,Rosaceae,"","",,Alchemilla,"",glabra,"",species,"",Flora 19(1): 321. 1836,Unchecked,"","",,"Source in seed data: rjp Updated namePublishedIn from ; 1836 321 1836  to Flora 19(1): 321. 1836 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/",http://www.theplantlist.org/tpl1.1/record/rjp-32370,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-32370,"",FALSE,"","",""
Alchemilla glabra Neygenf.,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,Alchemilla glabra,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Alchemilla glabra Neygenf.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,9,242,3,wfo-0001018848,urn:lsid:ipni.org:names:720566-1,9707,Alchemilla fissa,species,wfo-4000001119,Schum. ex Sturm,Rosaceae,"","",,Alchemilla,"",fissa,"",species,Valid,Exsicc. (Cent. Siles.) 9: n.º 2 (1819),Accepted,"","",,"Source in seed data: rjp Updated scientificnameAuthorship from Günther & Schummel to Schum. ex Sturm, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-9707 >The Pl",http://www.theplantlist.org/tpl1.1/record/rjp-9707,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-9707,"",TRUE,Synonym,wfo-0001010082,Alchemilla glabra
Alchemilla glabra Neygenf.,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,Alchemilla glabra,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Alchemilla glabra Neygenf.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,9,242,4,wfo-0001013453,"",57242,Alchemilla glabra,species,"",A.Kern.,Rosaceae,"","",,Alchemilla,"",glabra,"",species,"","Schedae ad Floram exsiccatam austro-hungaricam ; 1881 13, no.817 1884",Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-57242 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-57242 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-57242,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-57242,"",FALSE,"","",""
Alchemilla micans Buser,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,Alchemilla micans,SPECIES,NE,10.4236,63.4449,7,2008,d29d79fd-2dc4-4ef5-89b8-cdf66994de0d,Alchemilla micans Buser,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,243,1,wfo-0001015829,urn:lsid:ipni.org:names:721139-1,6335,Alchemilla micans,species,wfo-4000001119,Buser,Rosaceae,"","",,Alchemilla,"",micans,"",species,Valid,Bull. Herb. Boissier 1(App. 2): 28 (1893),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from ; 1893 28 1893  to Bull. Herb. Boissier 1(App. 2): 28 (1893), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-",http://www.theplantlist.org/tpl1.1/record/rjp-6335,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-6335,"",FALSE,"","",""
Alchemilla subcrenata Buser,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,Alchemilla subcrenata,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Alchemilla subcrenata Buser,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,244,1,wfo-0001003291,"",343,Alchemilla subcrenata,species,wfo-4000001119,Buser,Rosaceae,"","",,Alchemilla,"",subcrenata,"",species,Valid,Scrin. Fl. Select. 12: 285. 1893,Accepted,"","",,"Source in seed data: rjp Updated namePublishedIn from ; 1893 285, no.2992 1893  to Scrin. Fl. Select. 12: 285. 1893 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist",http://www.theplantlist.org/tpl1.1/record/rjp-343,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-343,"",FALSE,"","",""
Alchemilla subcrenata Buser,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,Alchemilla subcrenata,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Alchemilla subcrenata Buser,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,244,2,wfo-0001007048,"",41956,Alchemilla subcrenata,species,"",H.Lindb.,Rosaceae,"","",,Alchemilla,"",subcrenata,"",species,"",Die nordischen Alchemilla vulgaris-Formen ; 1909 75 1909,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-41956 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-41956 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-41956,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-41956,"",FALSE,"","",""
Anemone nemorosa L.,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Anemone,Anemone nemorosa,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Anemone nemorosa L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,245,1,wfo-0000535996,urn:lsid:ipni.org:names:13540-2,771000,Anemonoides quinquefolia,species,wfo-4000002057,(L.) Holub,Ranunculaceae,"","",,Anemonoides,"",quinquefolia,"",species,Valid,Folia Geobot. Phytotax. 8: 166 (1973),Accepted,"",wfo-0000535705,,"Source in seed data: cmp Update namepublishedIn from Folia Geobot. Phytotax. 8: 166 1973  to Folia Geobot. Phytotax. 8: 166 (1973), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:13540-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2638887,"",TRUE,Synonym,wfo-0000535581,Anemone nemorosa f. nitida
Ranunculus repens L.,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus repens,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Ranunculus repens L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,246,1,wfo-0000463198,urn:lsid:ipni.org:names:713678-1,662736,Ranunculus repens,species,wfo-4000032540,L.,Ranunculaceae,"","",,Ranunculus,"",repens,"",species,Valid,Sp. Pl. : 554 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 554 1753  to Sp. Pl. : 554 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2526688 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2526688,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2526688,"",TRUE,Synonym,wfo-0001130308,Ranunculus repens var. major
Ranunculus acris L.,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acris,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Ranunculus acris L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,7,247,1,wfo-0000461396,urn:lsid:ipni.org:names:712125-1,660514,Ranunculus acris,species,wfo-4000032540,L.,Ranunculaceae,"","",,Ranunculus,"",acris,"",species,Valid,Sp. Pl. : 554 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 554 1753  to Sp. Pl. : 554 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2524461 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2524461,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2524461,"",TRUE,Synonym,wfo-0001129682,Ranunculus acris f. acris
Aegopodium podagraria L.,Plantae,Tracheophyta,Apiales,Apiaceae,Aegopodium,Aegopodium podagraria,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Aegopodium podagraria L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,248,1,wfo-0000521573,urn:lsid:ipni.org:names:837329-1,755855,Aegopodium podagraria,species,wfo-4000000766,L.,Apiaceae,"","",,Aegopodium,"",podagraria,"",species,Valid,Sp. Pl. 1: 265. 1753 [1 May 1753],Accepted,"","",,"Source in seed data: cmp Updated namepublishedIn from Sp. Pl. 265 1753  to Sp. Pl. 1: 265. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623",http://www.theplantlist.org/tpl1.1/record/kew-2623499,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2623499,"",FALSE,"","",""
Carum carvi L.,Plantae,Tracheophyta,Apiales,Apiaceae,Carum,Carum carvi,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Carum carvi L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,7,249,1,wfo-0000588460,urn:lsid:ipni.org:names:839677-1,832878,Carum carvi,species,wfo-4000006845,L.,Apiaceae,"","",,Carum,"",carvi,"",species,Valid,Sp. Pl. : 263 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 263 1753  to Sp. Pl. : 263 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2701499 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2701499,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2701499,"",TRUE,Synonym,wfo-0001068359,Carum carvi f. carvi
Heracleum sphondylium subsp. sibiricum,Plantae,Tracheophyta,Apiales,Apiaceae,Heracleum,Heracleum sphondylium,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Heracleum sphondylium subsp. sibiricum (L.) Simonk.,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,250,1,wfo-0000745379,"",1021131,Heracleum sphondylium  subsp. sibiricum,subspecies,wfo-0000720220,(L.) Simonk.,Apiaceae,"","",,Heracleum,"",sphondylium,sibiricum,subspecies,Valid,Enum. Fl. Transsilv. 266 1887,Accepted,"",wfo-0000720207,,Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2898306 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2898306 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/kew-2898306,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2898306,"",FALSE,"","",""
