validScientificName,family.ORIG,order,superOrder,seedStructure,lifeCycleHabit,growthHabit,c,s,r,csr,priority,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Primula ruprechtii Kusn.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,59.18,15.6,25.21,C/CSR,1,Primula ruprechtii Kusn.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,2265,2,wfo-0000482897,urn:lsid:ipni.org:names:702549-1,698473,Primula ruprechtii,species,wfo-4000031131,Kusnez.,Primulaceae,"","",,Primula,"",ruprechtii,"",species,Valid,Delect. Pl. Exs. 7(2): 51 (1899),Accepted,"","",,"Source in seed data: ksu Updated scientificnameAuthorship from Kusn. to Kusnez., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2564049 >The Plant List v.1.1.</a>",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:702549-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2564049,"",FALSE,"","",""
Primula veris L.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,36.49,54.4,9.1,CS,1,Primula veris L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,11,2266,1,wfo-0000482762,urn:lsid:ipni.org:names:702779-1,698191,Primula vulgaris,species,wfo-4000031131,Huds.,Primulaceae,"","",,Primula,"",vulgaris,"",species,Valid,Fl. Angl. : 70 (1762),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Fl. Angl. (Hudson) 70. 1762  to Fl. Angl. : 70 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2563766",http://www.theplantlist.org/tpl1.1/record/kew-2563766,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2563766,"",TRUE,Synonym,wfo-0000747213,Primula veris var. acaulis
Primula veris L.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,36.49,54.4,9.1,CS,1,Primula veris L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,11,2266,2,wfo-0000483455,urn:lsid:ipni.org:names:701870-1,699300,Primula elatior,species,wfo-4000031131,Hill,Primulaceae,"","",,Primula,"",elatior,"",species,Valid,Veg. Syst. 8: 25 (1765),Accepted,"",wfo-0000747214,,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Hill to Hill, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2564876 >The Plant List v.1.1.</a",http://www.theplantlist.org/tpl1.1/record/kew-2564876,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2564876,"",TRUE,Synonym,wfo-0000747214,Primula veris var. elatior
Primula veris L.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,36.49,54.4,9.1,CS,1,Primula veris L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,11,2266,3,wfo-0001316379,"",11481,Primula veris subsp. veris,subspecies,"","",Primulaceae,"","",,Primula,"",veris,veris,subspecies,"","",Unchecked,"","",,"Source in seed data: Flora Helvetica Updated references from Null to https://www.infoflora.ch/de/flora/primula-veris-subsp-veris.html, information provided by Alan E. on email Mar. o3 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
Primula vulgaris Huds. vulgaris,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,56.25,0,43.75,CR,1,Primula vulgaris Huds. vulgaris,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,15,2267,1,wfo-0000482762,urn:lsid:ipni.org:names:702779-1,698191,Primula vulgaris,species,wfo-4000031131,Huds.,Primulaceae,"","",,Primula,"",vulgaris,"",species,Valid,Fl. Angl. : 70 (1762),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Fl. Angl. (Hudson) 70. 1762  to Fl. Angl. : 70 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2563766",http://www.theplantlist.org/tpl1.1/record/kew-2563766,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2563766,"",FALSE,"","",""
Prionostemma aspera,Celastraceae,Celastrales,Rosanae,Dicot,perennial,tree,50.18,43.67,6.15,CS,7,Prionostemma aspera (Lam.) Miers,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2268,1,wfo-0000394825,urn:lsid:ipni.org:names:162403-1,546934,Prionostemma aspera,species,wfo-4000031170,Miers,Celastraceae,"","",,Prionostemma,"",aspera,"",species,Valid,Trans. Linn. Soc. London 28: 355 (1872),Accepted,"",wfo-0000723478,,"Source in seed data: cmp Updated scientificnameAuthorship from (Lam.) Miers to Miers, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2408510 >The Plant List v.1.1",http://www.theplantlist.org/tpl1.1/record/kew-2408510,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2408510,"",FALSE,"","",""
Prioria copaifera Griseb.,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,52.36,45.7,1.95,CS,7,Prioria copaifera Griseb.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,2269,1,wfo-0000175492,urn:lsid:ipni.org:names:515766-1,21650,Prioria copaifera,species,wfo-4000031174,Griseb.,Fabaceae,"","",,Prioria,"",copaifera,"",species,Valid,Fl. Brit. W. I.: 215 (1860),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from Fl. Brit. W.I. [Grisebach] 215. 1860 [late 1860]  to Fl. Brit. W. I. : 215 (1860), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist",https://www.legumedata.org/taxonomy/taxon/536358,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-21650,"",FALSE,"","",""
Protium confusum,Burseraceae,Sapindales,Rosanae,Dicot,perennial,tree,58.34,32.95,8.71,C/CSR,7,Protium confusum (Rose) Pittier,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2270,1,wfo-0000397100,urn:lsid:ipni.org:names:210510-2,550561,Protium confusum,species,wfo-4000031258,(Rose) Pittier,Burseraceae,"","",,Protium,"",confusum,"",species,Valid,Contr. U.S. Natl. Herb. 20: 479 (1922),Accepted,"",wfo-0000729084,,"Source in seed data: cmp Update namepublishedIn from Contr. U.S. Natl. Herb. 20: 479. 1922  to Contr. U.S. Natl. Herb. 20: 479 (1922), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or",http://www.theplantlist.org/tpl1.1/record/kew-2412242,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2412242,"",FALSE,"","",""
Protium costaricense,Burseraceae,Sapindales,Rosanae,Dicot,perennial,tree,58.59,31.39,10.02,C/CSR,7,Protium costaricense (Rose) Engl.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2271,1,wfo-0000397095,urn:lsid:ipni.org:names:210517-2,550555,Protium costaricense,species,wfo-4000031258,Engl.,Burseraceae,"","",,Protium,"",costaricense,"",species,Valid,"Nat. Pflanzenfam. ed. 2 , 19a: 414 (1931)",Accepted,"",wfo-0000729086,,"Source in seed data: cmp Updated scientificnameAuthorship from (Rose) Engl. to Engl., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2412236 >The Plant List v.1.1",http://www.theplantlist.org/tpl1.1/record/kew-2412236,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2412236,"",FALSE,"","",""
Protium heptaphyllum,Burseraceae,Sapindales,Rosanae,Dicot,perennial,tree,35.68,53.85,10.47,CS,7,Protium heptaphyllum (Aubl.) Marchand,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2272,1,wfo-0000397106,urn:lsid:ipni.org:names:128338-1,550571,Protium heptaphyllum,species,wfo-4000031258,Marchand,Burseraceae,"","",,Protium,"",heptaphyllum,"",species,Valid,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1873: 55 (1873),Accepted,"",wfo-0000729096,,"Source in seed data: cmp Updated scientificnameAuthorship from (Aubl.) Marchand to Marchand, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2412252 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/kew-2412252,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2412252,"",FALSE,"","",""
Protium neglectum Swart,Burseraceae,Sapindales,Rosanae,Dicot,perennial,tree,49.48,37.59,12.93,CS/CSR,7,Protium neglectum Swart,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,11,2273,1,wfo-0000398305,urn:lsid:ipni.org:names:210629-2,552660,Protium robustum,species,wfo-4000031258,(Swart) D.M.Porter,Burseraceae,"","",,Protium,"",robustum,"",species,Valid,Ann. Missouri Bot. Gard. 56: 476 (1970),Accepted,"",wfo-0000398645,,"Source in seed data: cmp Update namepublishedIn from Ann. Missouri Bot. Gard. 56: 476. 1970  to Ann. Missouri Bot. Gard. 56: 476 (1970), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.",http://www.theplantlist.org/tpl1.1/record/kew-2414351,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2414351,"",TRUE,Synonym,wfo-0000398645,Protium neglectum var. robustum
Protium panamense,Burseraceae,Sapindales,Rosanae,Dicot,perennial,tree,74.46,24.99,0.55,C/CS,7,Protium panamense (Rose) I.M. Johnst.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2274,1,wfo-0000397756,urn:lsid:ipni.org:names:210603-2,551698,Protium panamense,species,wfo-4000031258,(Rose) I.M.Johnst.,Burseraceae,"","",,Protium,"",panamense,"",species,Valid,Contr. Gray Herb. 70: 72 (1924),Accepted,"",wfo-0000729108,,"Source in seed data: cmp Update namepublishedIn from Contr. Gray Herb. 70: 72. 1924  to Contr. Gray Herb. 70: 72 (1924), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor",http://www.theplantlist.org/tpl1.1/record/kew-2413386,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2413386,"",FALSE,"","",""
Protium tenuifolium,Burseraceae,Sapindales,Rosanae,Dicot,perennial,tree,67.97,29.02,3,C/CS,7,Protium tenuifolium (Engl.) Engl.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2275,1,wfo-0000398293,urn:lsid:ipni.org:names:128424-1,552645,Protium tenuifolium,species,wfo-4000031258,Engl.,Burseraceae,"","",,Protium,"",tenuifolium,"",species,Valid,Monogr. Phan. 4: 76 (1883),Accepted,"",wfo-0000729131,,"Source in seed data: cmp Updated scientificnameAuthorship from (Engl.) Engl. to Engl., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2414336 >The Plant List v.1.",http://www.theplantlist.org/tpl1.1/record/kew-2414336,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2414336,"",FALSE,"","",""
Prunella grandiflora,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,43.14,19.11,37.75,CR/CSR,1,Prunella grandiflora (L.) Scholler,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2276,1,wfo-0000283682,urn:lsid:ipni.org:names:60464253-2,165955,Prunella grandiflora,species,wfo-4000031279,(L.) Turra,Lamiaceae,"","",,Prunella,"",grandiflora,"",species,Valid,Giorn. Italia Sci. Nat. 1: 144 (1764),Accepted,"",wfo-0000283757,,"Source in seed data: wcs Update namepublishedIn from Fl. Barb. 140 1775  to Giorn. Italia Sci. Nat. 1: 144 (1764), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60464253-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-165955,"",FALSE,"","",""
Prunella grandiflora,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,43.14,19.11,37.75,CR/CSR,1,Prunella grandiflora (L.) Scholler,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2276,2,wfo-0000283682,urn:lsid:ipni.org:names:60464253-2,165955,Prunella grandiflora,species,wfo-4000031279,(L.) Turra,Lamiaceae,"","",,Prunella,"",grandiflora,"",species,Valid,Giorn. Italia Sci. Nat. 1: 144 (1764),Accepted,"",wfo-0000283757,,"Source in seed data: wcs Update namepublishedIn from Fl. Barb. 140 1775  to Giorn. Italia Sci. Nat. 1: 144 (1764), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60464253-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-165955,"",TRUE,Synonym,wfo-0001070131,Prunella grandiflora
Prunella vulgaris L.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,12.55,53.99,33.47,S/CSR,1,Prunella vulgaris L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,6,2277,1,wfo-0000283763,urn:lsid:ipni.org:names:60428648-2,166038,Prunella vulgaris  subsp. lanceolata,subspecies,wfo-0000283746,(W.P.C.Barton) Piper & Beattie,Lamiaceae,"","",,Prunella,"",vulgaris,lanceolata,subspecies,Valid,Fl. N.W. Coast : 311 (1915),Accepted,"",wfo-0000283722,,"Source in seed data: wcs Update namepublishedIn from Fl. N.W. Coast [Piper & Beattie] 311. 1915 [10 Nov 1915]  to Fl. N.W. Coast : 311 (1915), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplan",http://www.theplantlist.org/tpl1.1/record/kew-166038,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-166038,"",TRUE,Synonym,wfo-0000283747,Prunella vulgaris f. alba
Prunella vulgaris L.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,12.55,53.99,33.47,S/CSR,1,Prunella vulgaris L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,6,2277,2,wfo-0000283763,urn:lsid:ipni.org:names:60428648-2,166038,Prunella vulgaris  subsp. lanceolata,subspecies,wfo-0000283746,(W.P.C.Barton) Piper & Beattie,Lamiaceae,"","",,Prunella,"",vulgaris,lanceolata,subspecies,Valid,Fl. N.W. Coast : 311 (1915),Accepted,"",wfo-0000283722,,"Source in seed data: wcs Update namepublishedIn from Fl. N.W. Coast [Piper & Beattie] 311. 1915 [10 Nov 1915]  to Fl. N.W. Coast : 311 (1915), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplan",http://www.theplantlist.org/tpl1.1/record/kew-166038,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-166038,"",TRUE,Synonym,wfo-0000283766,Prunella vulgaris f. nana
Prunus avium L. avium,Rosaceae,Rosales,Rosanae,Dicot,perennial,tree,35.03,39.63,25.35,CSR,1,Prunus avium L. avium,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,9,2278,1,wfo-0001005630,urn:lsid:ipni.org:names:160672-3,383,Prunus avium,species,wfo-4000031284,(L.) L.,Rosaceae,"","",,Prunus,"",avium,"",species,Valid,Flora Svecica 165. 1755,Accepted,"",wfo-0001016680,,"Source in seed data: rjp Updated namepublishedIn from Flora svecica ; 1755 165 1755  to Flora Svecica 165. 1755 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-3",http://www.theplantlist.org/tpl1.1/record/rjp-383,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-383,"",FALSE,"","",""
Prunus avium L. avium,Rosaceae,Rosales,Rosanae,Dicot,perennial,tree,35.03,39.63,25.35,CSR,1,Prunus avium L. avium,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,9,2278,2,wfo-0001006607,urn:lsid:ipni.org:names:30093848-2,40630,Prunus avium,species,wfo-4000031284,(L.) L.,Rosaceae,"","",,Prunus,"",avium,"",species,Valid,"Fl. Suec. , ed. 2: 165 (1755)",Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Plantae delavayanae ; 1889 197 1890  to Fl. Suec. , ed. 2: 165 (1755), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30093848-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-40630,"",FALSE,"","",""
Prunus cerasifera Ehrh.,Rosaceae,Rosales,Rosanae,Dicot,perennial,tree,25.47,50.25,24.28,S/CSR,1,Prunus cerasifera Ehrh.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,2279,1,wfo-0001402106,urn:lsid:ipni.org:names:955861-1,955861-1,Prunus cerasifera var. ursina,variety,"",(Kotschy) Eremin & Garkov.,Rosaceae,"","",,Prunus,"",cerasifera,ursina,variety,"",Sborn. Nauch. Tr. Prikl. Bot. Genet. Selek. 123: 12 (1989):.,Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
Prunus cerasus L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,shrub,31.68,43.19,25.13,CSR,1,Prunus cerasus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,2280,1,wfo-0000985396,urn:lsid:ipni.org:names:60439870-2,12597,Prunus cerasus var. plena,variety,"",L.,Rosaceae,"","",,Prunus,"",cerasus,plena,variety,"",Sp. Pl. 1: 474. 1753 [1 May 1753],Unchecked,"","",,"Source in seed data: rjp Updated namePublishedIn from Species plantarum, edition 1 ; 1753 474 1753  to Sp. Pl. 1: 474. 1753 [1 May 1753] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=ht",http://www.theplantlist.org/tpl1.1/record/rjp-12597,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-12597,"",FALSE,"","",""
Prunus cerasus L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,shrub,31.68,43.19,25.13,CSR,1,Prunus cerasus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,2280,2,wfo-0000985397,urn:lsid:ipni.org:names:60439869-2,12599,Prunus cerasus var. rosea,variety,"",L.,Rosaceae,"","",,Prunus,"",cerasus,rosea,variety,"",Sp. Pl. 1: 474. 1753 [1 May 1753],Unchecked,"","",,"Source in seed data: rjp Updated namePublishedIn from Species plantarum, edition 1 ; 1753 474 1753  to Sp. Pl. 1: 474. 1753 [1 May 1753] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=ht",http://www.theplantlist.org/tpl1.1/record/rjp-12599,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-12599,"",FALSE,"","",""
Prunus cerasus L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,shrub,31.68,43.19,25.13,CSR,1,Prunus cerasus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,2280,3,wfo-0001005630,urn:lsid:ipni.org:names:160672-3,383,Prunus avium,species,wfo-4000031284,(L.) L.,Rosaceae,"","",,Prunus,"",avium,"",species,Valid,Flora Svecica 165. 1755,Accepted,"",wfo-0001016680,,"Source in seed data: rjp Updated namepublishedIn from Flora svecica ; 1755 165 1755  to Flora Svecica 165. 1755 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-3",http://www.theplantlist.org/tpl1.1/record/rjp-383,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-383,"",TRUE,Synonym,wfo-0001016680,Prunus cerasus var. avium
Prunus domestica L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,tree,27,66,7,S/CS,1,Prunus domestica L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,11,2281,1,wfo-0000985403,urn:lsid:ipni.org:names:60459972-2,12605,Prunus domestica var. cereola,variety,"",(Poir.) Pers.,Rosaceae,"","",,Prunus,"",domestica,cereola,variety,"",Syn. Pl. [Persoon] 2(1): 35. 1806 [Nov 1806],Unchecked,"","",,"Source in seed data: rjp Updated scientificnameAuthorship from L. to (Poir.) Pers., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-12605 >The Plant List v.1.1.</a",http://www.theplantlist.org/tpl1.1/record/rjp-12605,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-12605,"",FALSE,"","",""
Prunus domestica L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,tree,27,66,7,S/CS,1,Prunus domestica L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,11,2281,2,wfo-0000985406,urn:lsid:ipni.org:names:70002868-1,12609,Prunus domestica var. juliana,variety,"",L.,Rosaceae,"","",,Prunus,"",domestica,juliana,variety,"","Species plantarum, edition 1 ; 1753 475 1753",Unchecked,"","",,"Source in seed data: rjp Leave these as they are. Our data is complete. Issue is the IPNI link., information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-12609 >The Plant L",http://www.theplantlist.org/tpl1.1/record/rjp-12609,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-12609,"",FALSE,"","",""
Prunus domestica L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,tree,27,66,7,S/CS,1,Prunus domestica L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,11,2281,3,wfo-0000985411,urn:lsid:ipni.org:names:70002872-1,12613,Prunus domestica var. praecox,variety,"",L.,Rosaceae,"","",,Prunus,"",domestica,praecox,variety,"","Species plantarum, edition 1 ; 1753 475 1753",Unchecked,"","",,"Source in seed data: rjp Leave these as they are. Our data is complete. Issue is the IPNI link., information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-12613 >The Plant L",http://www.theplantlist.org/tpl1.1/record/rjp-12613,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-12613,"",FALSE,"","",""
