validScientificName
Cupania impressinervia Acev.-Rodr.
Cupania latifolia Kunth
Cupania rufescens Triana & Planch.
Cupania seemannii Triana & Planch.
Cuphea ericoides Cham. & Schltdl. var. ericoides
Curatella americana L.
Cyanus segetum Hill
Cyanus triumfetti (All.) Dostál ex A. & D. Löve
Cyclamen purpurascens Mill.
Cydista aequinoctialis (L.) Miers
"Cymbalaria muralis G. Gaertn., B. Mey. & Scherb. muralis"
Cynanchum nigrum Cav.
Cynodon dactylon (L.) Pers.
Cynoglossum officinale L.
Cynometra malaccensis Meeuwen
Cynosurus cristatus L.
Cyperus difformis L.
Cyperus flavescens L.
Cyperus fuscus L.
Cyperus longus L.
Cyrtomium fortunei J. Sm.
Cyrtopodium parviflorum Lindl.
Cystopteris fragilis (L.) Bernh.
Cytisophyllum sessilifolius (L.) O. Lang
Cytisus emeriflorus Rchb.
Cytisus hirsutus L. hirsutus
Cytisus nigricans L. nigricans
Cytisus purpureus Scop.
Cytisus scoparius (L.) Link
Dacryodes laxa (A.W. Benn.) H.J. Lam
Dacryodes rostrata (Blume) H.J. Lam
Dacryodes rugosa H.J. Lam
Dactylis glomerata L. glomerata
Dactylorhiza euxina (Nevski) H. Baumann & Künkele
Dactylorhiza incarnata (L.) Soó
Dactylorhiza maculata (L.) Soó
Dactylorhiza sambucina (L.) Soó
Dactylorhiza sphagnicola (Höppner) Aver.
Dactylorhiza traunsteineri (Saut. ex Rchb. f.) Soó
Dalea candida Willd.
Dalea polygonoides A. Gray
Dalea purpurea Vent.
Danthonia decumbens (L.) DC. decumbens
Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.
Daphne cneorum L.
Daphne gnidium L.
Daphne laureola L.
Daphne mezereum L.
Datura stramonium L.
Daucus carota L.
Davilla nitida (Vahl) Kubitzk
Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze
Dendropanax arboreus (L.) Decne. & Planch.
Dennstaedtia punctilobula (Michx.) T. Moore
Deschampsia cespitosa (L.) P. Beauv.
Deschampsia flexuosa (L.) Trin.
Deschampsia setacea (Huds.) Hack.
Descurainia sophia (L.) Webb ex Prantl
Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald
Desmazeria rigida (L.) Tutin
Desmodium canadense (L.) DC.
Desmodium ciliare (Muhl. ex Willd.) DC.
Desmodium illinoense A. Gray
Desmopsis panamensis (B.L. Rob.) Saff.
Deutzia crenata Siebold & Zuccarini
Dialium guianense (Aubl.) Sandwith
Dialium platysepalum Baker
Dianthus armeria L.
Dianthus barbatus L.
Dianthus carthusianorum L.
Dianthus gratianopolitanus Vill.
Dianthus seguieri Vill.
Dianthus superbus L.
Dianthus sylvestris Wulfen
Diapensia lapponica L.
Dichanthelium ensifolium (Baldwin ex Elliott) Gould
Dichanthelium linearifolium (Scribn.) Gould
Dichanthelium oligosanthes (Schult.) Gould
Dichanthium ischaemum (L.) Roberty
Dictamnus albus L.
Digitalis grandiflora Mill.
Digitalis lutea L.
Digitaria ischaemum (Schreb.) Muhl.
Digitaria milanjiana (Rendle) Stapf
Digitaria sanguinalis (L.) Scop.
Diospyros apiculata Hiern
Diospyros artanthifolia Mart.
Diospyros lotus L.
Diospyros nutans King & Gamble
Diospyros scortechinii King & Gamble
Diospyros venosa Wall. ex A. DC.
Diospyros virginiana L.
Diphasiastrum alpinum (L.) Holub
Diphasiastrum complanatum (L.) Holub
Diplospora malaccensis Hook. f.
Diplotaxis muralis (L.) DC.
Diplusodon orbicularis Koehne
Dipsacus pilosus L.
Dipsacus strigosus Willd. ex Roem. & Schult.
Dipterocarpus cornutus Dyer
Dipteryx oleifera Benth.
Dittrichia viscosa (L.) Greuter
Dolichorrhiza caucasica (M.Bieb.) Galushko
Dolichos oliveri Schweinf.
Doliocarpus major J.F. Gmel.
Doliocarpus olivaceus Sprague & R.O. Williams ex Standl.
Doronicum clusii (All.) Tausch
Doronicum grandiflorum Lam.
Dorycnium herbaceum Vill.
Draba aizoides L.
Draba asprella Greene
Draba dubia Suter
Draba hispida Willd.
Dracaena sanderiana Sander
Drosera anglica Huds.
Drosera intermedia Hayne
Drosera rotundifolia L.
Dryas octopetala L.
Dryopteris affinis (Lowe) Fraser-Jenk.
Dryopteris carthusiana (Vill.) H. P. Fuchs
Dryopteris dilatata (Hoffm.) A. Gray
Dryopteris expansa (Presl.) Fraser-Jenk. & Jermy
Dryopteris filix-mas (L.) Schott
Dryopteris remota (A. Braun) Hayek
Drypetes standleyi G.L. Webster
Duguetia gardneriana Mart.
Echeandia flavescens (Schult. & Schult. f.) Cruden
Echinochloa crusgalli (L.) P. Beauv.
Echinolaena inflexa (Poir.) Chase
Echinops exaltatus Schrad.
Echinops ritro L.
Echium vulgare L.
Egeria densa Planch.
Elaeagnus pungens Thunb.
Elatine hexandra DC.
Elatine hydropiper L.
Eleocharis acicularis (L.) Roem. & Schult.
Eleocharis mamillata H. Lindb. austriaca (Hayek) Strandh.
Eleocharis multicaulis (Sm.) Desv.
Eleocharis obtusa (Willd.) Schult.
Eleocharis ovata (Roth) Roem. & Schult.
Eleocharis palustris (L.) Roem. & Schult. palustris
Eleocharis quinqueflora (Hartmann) O. Schwarz
Eleusine indica (L.) Gaertn.
Elodea canadensis Michx.
Elymus athericus (Link) Kerguélen
Elymus canadensis L.
Elymus elymoides (Raf.) Swezey
Elymus farctus (Viv.) Runemark ex Melderis
Elymus repens (L.) Gould
Elymus trachycaulus (Link) Gould ex Shinners
Elytrigia repens (L.) Desv. ex Nevski
Emerus major Mill.
Empetrum nigrum L.
Enicosanthum fuscum (King) Airy Shaw
Epilobium alpestre (Jacq.) Krock.
Epilobium anagallidifolium Lam.
Epilobium angustifolium L.
Epilobium brachycarpum C. Presl
Epilobium ciliatum Raf.
Epilobium coloratum Biehler
Epilobium dodonaei Vill.
Epilobium fleischeri Hochst.
Epilobium glandulosum Lehm.
Epilobium hirsutum L.
Epilobium montanum L.
Epilobium nutans F.W. Schmidt
Epilobium palustre L.
Epipactis atrorubens (Hoffm. ex Bernh.) Besser
Epipactis helleborine (L.) Crantz
Epipactis palustris (L.) Crantz
Epiprinus malayanus Griff.
Equisetum arvense L.
Equisetum fluviatile L.
Equisetum sylvaticum L.
Equisetum telmateia Ehrh.
Eragrostis mexicana (Hornem.) Link
Eragrostis minor Host
Eragrostis pectinacea (Michx.) Nees
Eragrostis spectabilis (Pursh) Steud.
Erica arborea L.
Erica cinerea L.
Erica scoparia L. scoparia
Erica tetralix L.
Erigeron alpinus L.
Erigeron annuus (L.) Desf.
Erigeron borealis (Vierh.) Simmons
Erigeron canadensis L.
Erigeron caucasicus Steven
Erigeron divergens Torr. & A. Gray
Erigeron flagellaris A. Gray
Erigeron formosissimus Greene
Erigeron karvinskianus DC.
Erigeron speciosus (Lindl.) DC.
Erigeron strigosus Muhl. ex Willd.
Erigeron uniflorus L.
Eriobotrya japonica (Thunb.) Lindl.
Eriogonum alatum Torr.
Eriogonum pharnaceoides Torr.
Eriogonum racemosum Nutt.
Eriope arenaria Harley
Eriophorum angustifolium Honck.
Eriophorum latifolium Hoppe
Eriophorum scheuchzeri Hoppe
Eriophorum vaginatum L.
Eriotheca macrophylla (K. Schum.) A. Robyns
Eritrichium caucasicum Grossh.
Erodium cicutarium (L.) L'Hér.
Erodium lebelii Jord.
Erodium moschatum (L.) L'Hér. ex Aiton
Erophila verna (L.) DC. praecox (Steven) Walp.
Erucastrum nasturtiifolium O.E. Schulz
Eryngium campestre L.
Eryngium yuccifolium Michx.
Erysimum cheiranthoides L.
Erysimum hieraciifolium L.
Erysimum odoratum Ehrh.
Erythrina costaricensis Micheli
Erythronium dens-canis L.
Erythroxylum macrophyllum Cav.
Erythroxylum panamense Turcz.
Eschweilera ovata (Cambess.) Miers
Eugenia candolleana DC.
Eugenia coloradensis Standl.
Eugenia galalonensis C.Wright ex Griseb.) Krug & Urb.
Eugenia nesiotica
Eugenia oerstediana
Eugenia punicifolia
Euonymus europaeus L.
Euonymus japonicus L. f.
Eupatorium cannabinum L.
Eupatorium coelestinum L.
Eupatorium maculatum L.
Eupatorium perfoliatum L.
Eupatorium rugosum Houtt.
Euphorbia amygdaloides L.
Euphorbia brachycera Engelm.
Euphorbia brittingeri Opiz ex Samp.
Euphorbia characias L.
Euphorbia corollata Engelm.
Euphorbia cyparissias L.
Euphorbia dendroides L.
Euphorbia dulcis L.
Euphorbia esula L.
Euphorbia falcata L. falcata
Euphorbia helioscopia L. helioscopia
Euphorbia lathyris L.
Euphorbia nutans Lag.
Euphorbia palustris L.
Euphorbia paralias L.
Euphorbia peplis L.
Euphorbia segetalis L.
Euphorbia seguieriana Neck.
Euphorbia serpyllifolia Pers.
Euphorbia serrulata Thuill.
Euphorbia spinosa L. ligustica (Fiori) Pignatti
Euphorbia variabilis Ces.
Euphrasia frigida Pugsley
Euphrasia minima Jacq. ex DC.
Euphrasia nemorosa Wettst.
Euphrasia officinalis L. rostkoviana (Hayne) Towns.
Euphrasia ossica Juz.
Euphrasia stricta Kunth
Eustachys paspaloides (Vahl) Lanza & Mattei
Euterpe edulis Mart.
Euthamia graminifolia (L.) Nutt.
Evolvulus lithospermoides Mart.
Fagus sylvatica L.
Falcaria vulgaris Bernh.
Fallopia baldschuanica (Regel) Holub
Fallopia convolvulus (L.) Á. Löve
Fallopia dumetorum (L.) Holub
Fallopia japonica (Houtt.) Ronse Decr.
Faramea occidentalis (L.) A. Rich
Festuca altissima All.
Festuca arizonica Vasey
Festuca arundinacea Schreb. arundinacea
Festuca brevipila R. Tracey
Festuca brunnescens (Tzvelev) Galushko
Festuca gigantea Krock.
Festuca halleri All.
Festuca ovina L.
Festuca pallens Host
Festuca paniculata (L.) Schinz & Thell. paniculata
Festuca psammophila (Hack. ex Čelak.) Fritsch
Festuca quadriflora Honck.
Festuca rubra L.
Festuca rupicola Heuff.
Festuca ticinensis (Markgr.-Dann.) Markgr.-Dann.
Festuca varia Haenke
Festuca vivipara (L.) Sm.
Ficus benjaminea Salzm. ex Miq.
Ficus bullenei I.M. Johnst.
Ficus carica L.
Ficus citrifolia Mill.
Ficus costaricana (Liebm.) Miq.
Ficus insipida Willd.
Ficus maxima Mill.
Ficus obtusifolia Kunth
Ficus popenoei Standl.
Ficus tonduzii Standl.
Ficus trigonata L.
Ficus yoponensis Desv.
Filaginella uliginosa (L.) Opiz
Filago minima (Sm.) Pers.
Filago pyramidata L.
Filipendula ulmaria (L.) Maxim.
Filipendula vulgaris Moench
Fimbristylis puberula (Michx.) Vahl
Flourensia campestris Griseb.
Foeniculum vulgare Mill.
Forsteronia viridescens S.F. Blake
Fragaria americana (Porter) Britton
Fragaria moschata Duchesne
Fragaria vesca L. vesca
Fragaria virginiana Mill.
Fragaria viridis Mill.
Frangula alnus Mill.
Fraxinus americana L.
Fraxinus angustifolia Vahl oxycarpa (Willd.) Franco & Rocha Alfonso
Fraxinus excelsior L. excelsior
Fraxinus ornus L. ornus
Fritillaria collina Adams
Fritillaria meleagris L.
Fumana laevipes (L.) Spach
Fumana procumbens Gren. & Godr.
Fumana thymifolia (L.) Spach ex Webb
Fumaria officinalis L.
Fumaria parviflora Lam.
Fumaria vaillantii Loisel.
Gagea spathacea Salisb.
Galactia volubilis (L.) Britton
Galanthus nivalis L.
Galatella linosyris (L.) Rchb. f.
Galearia fulva (Tul.) Miq.
Galega officinalis L.
Galeopsis angustifolia Ehrh. ex Hoffm.
Galeopsis ladanum L.
Galeopsis segetum Neck.
Galeopsis tetrahit L.
Galianthe peruviana (Pers.) E.L. Cabral
Galinsoga ciliata (Raf.) S. F. Blake
Galinsoga parviflora Cav.
Galium album Mill.
Galium aparine L.
Galium boreale L.
Galium glaucum L.
Galium lucidum All. lucidum
Galium mollugo L.
Galium mollugo L. erectum Syme
Galium montis-arerae Merxm. & Ehrend.
Galium obtusum Bigelow
Galium odoratum (L.) Scop.
Galium palustre L.
Galium parisiense L.
Galium rotundifolium L.
Galium saxatile L.
Galium sylvaticum L.
Galium tricornutum Dandy
Galium uliginosum L.
Galium verrucosum Huds.
Galium verum L.
Garcinia intermedia (Pittier) Hammel
Garcinia madruno (Kunth) Hammel
Garcinia malaccensis Hook. f. ex T. Anderson
Gaylussacia riedelii Meisn.
Genipa americana L.
Genista anglica L.
Genista germanica L.
Genista pilosa L.
Genista tinctoria L.
Gentiana acaulis L.
Gentiana alpina Vill.
Gentiana andrewsii Griseb.
Gentiana asclepiadea L.
Gentiana bavarica L.
Gentiana biebersteinii Bunge
Gentiana brachyphylla Vill.
Gentiana clusii Perr. et Song.
Gentiana lutea L.
Gentiana nivalis L.
Gentiana pneumonanthe L. pneumonanthe
Gentiana punctata L.
Gentiana purpurea L.
Gentiana pyrenaica L.
Gentiana septemfida Pall.
Gentiana verna L.
Gentianella insubrica (Kunz) Holub
Geranium caespitosum E. James
Geranium dissectum L.
Geranium gymnocaulon DC.
Geranium lucidum L.
Geranium maculatum L.
Geranium molle L.
Geranium nodosum L.
Geranium palustre L.
Geranium phaeum L.
Geranium pratense L. pratense
Geranium richardsonii Fisch. & Trautv.
Geranium robertianum L.
Geranium rotundifolium L.
Geranium sanguineum L.
Geranium sylvaticum L.
Geum canadense Jacq.
Geum macrophyllum Willd.
Geum montanum L.
Geum reptans L.
Geum rivale L.
Geum urbanum L.
Ginkgo biloba L.
Gironniera parvifolia Planch.
Gladiolus palustris Gaudin
Glaucium flavum Crantz
Glaux maritima L.
Glechoma hederacea L.
Gleditsia triacanthos L.
Globularia alypum L.
Globularia bisnagarica L.
Globularia cordifolia L.
Globularia nudicaulis L.
Globularia punctata Lapeyr.
Glyceria fluitans (L.) R. Br.
Glyceria plicata (Fr.) Fr.
Gnaphalium hoppeanum Koch
Gnaphalium luteoalbum L.
Gnaphalium obtusifolium L.
Gnaphalium purpureum L.
Gnaphalium supinum L.
Gomphrena incana Mart.
Gonocaryum gracile Miq.
Gratiola officinalis L.
Groenlandia densa (L.) Fourr.
Guapira standleyana Woodson
Guarea bullata Radlk.
Guarea grandifolia DC.
Guarea guidonia (L.) Sleumer
Guatteria dumetorum R.E. Fr.
Guatteria schomburgkiana Mart.
Guazuma ulmifolia Lam.
Guettarda foliacea Standl.
Guettarda platypoda DC.
Gustavia superba (Kunth) O. Berg
Gymnacranthera forbesii Warb.
Gymnadenia conopsea (L.) R. Br.
Gymnadenia odoratissima (L.) Rich.
Gymnocarpium dryopteris (L.) Newman
Gypsophila perfoliata L.
Gypsophila repens L.
Halimione pedunculata (L.) Aellen
Hamelia axillaris Sw.
Hampea appendiculata (Donn. Sm.) Standl.
Hancornia speciosa Gomes
Handroanthus impetiginosus (Mart. ex DC.) Mattos
Handroanthus serratifolius (Vahl) S. O. Grose
Hasseltia floribunda Kunth
Hebe franciscana (Eastw.) Souster
Hedeoma hispida Pursh
Hedera helix L.
Hedyotis nigricans (Lam.) Fosberg
Hedyotis purpurea (L.) Torr. & A. Gray
Hedysarum caucasicum M. Bieb.
Hedysarum hedysaroides (L.) Schinz & Thell.
Heisteria acuminata (Bonpl.) Engl.
Heisteria concinna Standl.
Helenium autumnale L.
Helianthella quinquenervis (Hook.) A. Gray
Helianthemum apenninum (L.) Mill.
Helianthemum bicknellii Fernald
Helianthemum hirtum Mill.
Helianthemum nummularium (L.) Mill. obscurum (Celak.) Holub
Helianthemum oelandicum (L.) Dum. Cours. italicum (L.) Ces.
Helianthemum squamatum (L.) Pers.
Helianthus annuus L.
Helianthus grosseserratus M. Martens
Helianthus hirsutus Raf.
Helianthus occidentalis Riddell
Helianthus tuberosus L.
Helichrysum arenarium (L.) Moench
Helichrysum stoechas (L.) Moench
Helicostylis tomentosa (Poepp. & Endl.) Rusby
Helictotrichon pubescens (Huds.) Pilg.
Helictotrichon versicolor (Vill.) Pilg.
Heliomeris multiflora Nutt.
Heliopsis helianthoides (L.) Sweet
Heliotropium tenellum Torr.
Helleborus foetidus L.
Helleborus niger L.
Helleborus viridis L. viridis
Henriettea succosa (Aubl.) DC.
Hepatica nobilis Schreb.
Heracleum mantegazzianum Sommier & Levier
Heracleum sphondylium L.
Herniaria glabra L.
Herniaria hirsuta L.
Herrania purpurea (Pittier) R.E. Schult.
Hesperis matronalis L.
Hesperostipa comata (Trin. & Rupr.) Barkworth
Heteranthera limosa (Sw.) Willd.
Heteranthera reniformis Ruiz & Pav.
Heterotheca villosa (Pursh) Shinners
Heuchera richardsonii R. Br.
Hibiscus syriacus L.
Hieracium acuminatum Jord.
Hieracium alpinum L.
Hieracium amplexicaule L.
Hieracium angustifolium Hoppe
Hieracium aurantiacum L.
Hieracium bifidum Kit. ex Hornem
Hieracium cymosum L.
Hieracium echioides Lumn.
Hieracium fendleri Sch. Bip.
Hieracium floribundum Wimm. & Grab.
Hieracium glaucinum Jord.
Hieracium humile Jacq.
Hieracium intybaceum All.
Hieracium lactucella Wallr.
Hieracium laevigatum Willd.
Hieracium maculatum Sm.
Hieracium murorum L.
Hieracium pilosella L.
Hieracium piloselloides Vill.
Hieracium porrifolium L.
Hieracium pratense Tausch
Hieracium prenanthoides Vill.
Hieracium racemosum Waldst. & Kit. ex Willd.
Hieracium sabaudum L.
Hieracium scabrum Michx.
Hieracium tenuiflorum Arv.-Touv.
Hieracium umbellatum L.
Hieracium villosum Jacq.
Hieracium vulgatum Fr.
Hierochloe odorata (L.) P. Beauv.
Hieronyma alchorneoides Allemão
Himantoglossum hircinum (L.) Spreng.
Himatanthus bracteatus (A. DC.) Woodson
Hippocrepis comosa L.
Hippophae fluviatilis (Soest) Rivas Mart.
Hippophae rhamnoides L.
Hippuris vulgaris L.
Hiraea faginea (Sw.) Nied.
Hiraea grandifolia Standl. & L.O. Williams
Hiraea reclinata Jacq.
Hiraea smilacina Standl.
Hirschfeldia incana (L.) Lagr.-Fossat
Hirtella americana L.
Hirtella ciliata Mart. & Zucc.
Hirtella racemosa Lam.
Hirtella triandra Sw.
Holcus lanatus L.
Holcus mollis L.
Holosteum umbellatum L.
Homogyne alpina (L.) Cass.
Homolepis longispicula (Döll) Chase
Honckenya peploides (L.) Ehrh.
"Hopea dryobalanoides Miq., Sum.  "
Hordelymus europaeus (L.) Jess. ex Harz
Hordeum distichon L.
Hordeum hexastichum L.
Hordeum marinum Huds.
Hordeum murinum L. murinum
Hordeum vulgare L.
Horminum pyrenaicum L.
Hornungia alpina (L.) O. Appel brevicaulis (Spreng.) O. Appel
Hottonia palustris L.
Houstonia longifolia Gaertn.
Houstonia wrightii A. Gray
Humiriastrum diguense (Cuatrec.) Cuatrec.
Huperzia selago (L.) Bernh. ex Schrank & Mart.
Hura crepitans L.
Hyacinthoides non-scripta (L.) Chouard
Hyalopoa pontica (Balansa) Tzvelev
Hybanthus prunifolius (Humb. & Bonpl. ex Schult.) Schulze-Menz
Hydrocharis morsus-ranae L.
Hydrocotyle vulgaris L.
Hydrophyllum virginianum L.
Hymenaea courbaril L.
Hymenopappus mexicanus A. Gray
Hymenoxys richardsonii (Hook.) Cockerell
Hyoscyamus niger L.
Hypericum canadense L.
Hypericum elodes L.
Hypericum hirsutum L.
Hypericum humifusum L.
Hypericum linarioides Bosse
Hypericum montanum L.
Hypericum perforatum L.
Hypericum sphaero Michx.
Hypericum tetrapterum Fr.
Hypochaeris glabra L.
Hypochoeris maculata L.
Hypochoeris radicata L.
Hyptis complicata A. St.-Hil. ex Benth.
Hyptis fruticosa Salzm. ex Benth.
Hyssopus officinalis L.
Iberis sempervirens L.
Iberis umbellata L.
Ilex aquifolium L.
Illecebrum verticillatum L.
Impatiens balfourii Hook. f.
Impatiens capensis Meerb.
Impatiens noli-tangere L.
Impatiens pallida Nutt.
Impatiens parviflora DC.
Indigofera arrecta Hochst. ex A. Rich.
Inga acuminata Benth.
Inga capitata Desv.
Inga cayennensis Sagot ex Benth.
Inga cocleensis Pittier
Inga goldmanii Pittier
Inga laurina (Sw.) Willd.
Inga marginata Willd.
Inga mucuna Walp. & Duchass.
Inga nobilis Willd.
Inga pezizifera Benth.
Inga punctata Willd.
Inga ruiziana G. Don
Inga sapindoides Willd.
Inga spectabilis (Vahl) Willd.
Inga thibaudiana DC.
Inga umbellifera (Vahl) Steud.
Inula britannica L.
Inula helenium L.
Inula hirta L.
Inula salicina L.
Ipomopsis aggregata (Pursh) V.E. Grant
Ipomopsis multiflora (Nutt.) V.E. Grant
Iris foetidissima L.
Iris graminea L.
Iris missouriensis Nutt.
Iris pseudacorus L.
Iris sibirica L.
Isatis tinctoria L.
Ischaemum afrum (J.F. Gmel.) Dandy
Isopyrum biternatum (Raf.) Torr. & A. Gray
Iva xanthiifolia Nutt.
Ixonanthes icosandra W.D.Jacks.
Ixora lobbii Loudon
Jacaranda copaia (Aubl.) D. Don
Jacaranda racemosa Cham.
Jasione montana L.
Juglans regia L.
Juncus alpinoarticulatus Chaix
Juncus alpinus Vill.
Juncus articulatus L.
Juncus atratus Krock.
Juncus biglumis L.
Juncus bulbosus L.
Juncus castaneus Sm.
Juncus conglomeratus L.
Juncus effusus L.
Juncus filiformis L.
Juncus gerardi Loisel.
Juncus inflexus L.
Juncus jacquinii L.
Juncus maritimus Lam.
Juncus minutulus (Albert & Jahand.) Prain
Juncus ranarius Nees
Juncus sphaerocarpus Nees
Juncus squarrosus L.
Juncus subnodulosus Schrank
Juncus tenageia Ehrh. ex L. f.
Juncus tenuis Willd.
Juncus trifidus L. trifidus
Juniperus communis L.
Juniperus oxycedrus L. oxycedrus
Juniperus virginiana L.
Jurinea cyanoides Rchb.
Justicia graciliflora (Standl.) D.N. Gibson
Kalmia angustifolia L.
"Kalmia procumbens (L.) Gift, Kron, & Stevens ex Galasso, Banfi & F. Conti"
Kemulariella caucasica Tamansch.
Kernera saxatilis (L.) Rchb. saxatilis (L.) R. Sweet
Kerria japonica (L.) DC.
Kickxia spuria (L.) Dumort.
Knautia arvensis (L.) Coult.
Knautia drymeia Heuff.
Knautia transalpina (Christ) Dalla Torre
Knautia velutina Briq.
Knema furfuracea (Hook. f. & Thomson) Warb.
Knema laurina Warb. 
Knema patentinervia (J.Sinclair) W.J.de Wilde
Knema scortechinii J. Sincl.
Kobresia myosuroides (Vill.) Fiori
Koeleria cristata (L.) Roem. & Schult.
Koeleria glauca (Spreng.) DC.
Koeleria macrantha (Ledeb.) Schult.
Laburnum alpinum (Mill.) Bercht. & J. Presl
Laburnum anagyroides Medik. anagyroides
Lacistema aggregatum (P.J. Bergius) Rusby
Lacmellea panamensis (Woodson) Markgr.
Lactuca alpina (L.) A. Gray
Lactuca canadensis L.
Lactuca perennis L.
Lactuca serriola L.
Lactuca tatarica (L.) C.A. Mey.
Lactuca virosa L.
Laennecia schiedeana (Less.) G.L. Nesom
Laetia procera (Poepp.) Eichler
Laetia thamnia L.
Lafoensia punicifolia DC.
Lagenocarpus alboniger (A.St.-Hil.) C.B.Clarke
Lagenocarpus tenuifolius (Boeck.) C.B.Clarke
Lagenocarpus velutinus Nees
Lagurus ovatus L.
Lamiastrum galeobdolon (L.) Ehrend. & Polatschek
Lamium album L. album
Lamium amplexicaule L.
Lamium galeobdolon L.
Lamium maculatum L.
Lamium purpureum L.
Lansium domesticum Corrêa
Lantana camara L.
Laphangium luteoalbum (L.) Tzvelev
Lappula deflexa (Wahlenb.) Caruel
Lappula squarrosa (Retz.) Dumort.
Lapsana communis L. communis
Larix decidua Mill.
Larrea divaricata Cav.
Laserpitium halleri Crantz halleri
Laserpitium latifolium L.
Laserpitium nitidum Zanted.
Laserpitium prutenicum L.
Laserpitium siler L.
Lathyrus cicera L.
Lathyrus heterophyllus L.
Lathyrus hirsutus L.
Lathyrus nissolia L.
Lathyrus odoratus L.
Lathyrus palustris L.
Lathyrus pratensis L.
Lathyrus sylvestris L. sylvestris
Lathyrus tuberosus L.
Lathyrus vernus (L.) Bernh.
Laurus nobilis L.
Lavandula angustifolia Mill.
Lavandula latifolia Medik.
Lavandula stoechas L. stoechas
Lavoisiera confertiflora Naudin
Leandra dichotoma (Pav. ex D. Don) Cogn.
Lecythis pisonis Cambess.
Ledum groenlandicum Oeder
Legousia hybrida (L.) Delarbre
Legousia speculum-veneris (L.) Chaix
Leiothrix crassifolia (Bong.) Ruhland
Lembotropis nigricans (L.) Griseb.
Lemna gibba L.
Lemna minor L.
Lemna trisulca L.
Leontodon autumnalis L.
Leontodon hispidus L.
Leontodon incanus (L.) Schrank tenuiflorus (Gaudin) Hegi
Leontodon montanus Lam. melanotrichus (Vierh.) Widder ex Pittoni
Leontodon pyrenaicus Gouan
Leontodon taraxacoides Hoppe & Hornsch.
Leonurus marrubiastrum L.
Leopoldia comosa (L.) Parl.
Lepidium campestre (L.) W.T. Aiton
Lepidium densiflorum Schrad.
Lepidium latifolium L.
Lepidium ruderale L.
Lepidium sativum L.
Lepidium virginicum L.
Lepisanthes senegalensis (Juss. ex Poir.) Leenh.
Lepisanthes tetraphylla Radlk.
Lespedeza capitata Michx.
Lespedeza cuneata (Dum. Cours.) G. Don
Lessingianthus psilophyllus (DC.) H. Rob.
Leucanthemopsis alpina (L.) Heywood
Leucanthemum heterophyllum (Willd.) DC.
Leucanthemum ircutianum Turcz. ex DC. ircutianum
Leucanthemum vulgare Lam.
Leucojum aestivum L.
Leucojum vernum L.
Liatris aspera Michx.
Liatris cylindracea Michx.
Liatris pycnostachya Michx.
Liatris squarrosa (L.) Michx.
Liatris squarrulosa Michx.
Licania hypoleuca Benth.
Licania octandra (Hoffmanns. ex Roem. & Schult.) Kuntze
Licania platypus (Hemsl.) Fritsch
Ligularia sibirica (L.) Cass.
Ligusticum mutellina (L.) Crantz
Ligustrum lucidum Aiton
Ligustrum ovalifolium Hassk.
Ligustrum sinense Lour.
Ligustrum vulgare L.
Lilium bulbiferum L. croceum (Chaix) Jan
Lilium martagon L.
Limonium vulgare Mill.
Linaria angustissima (Loisel.) Borbás
Linaria dalmatica (L.) Mill.
Linaria repens (L.) Mill.
Linaria vulgaris Mill.
Lindackeria laurina C. Presl
Lindernia dubia (L.) Pennell
Linnaea borealis L.
Linum australe A. Heller
Linum austriacum L.
Linum catharticum L.
Linum lewisii Pursh
Linum medium (Planch.) Britton
Linum perenne L.
Linum suffruticosum L.
Linum tenuifolium L.
Linum usitatissimum L.
Liparis loeselii (L.) Rich.
Listera cordata (L.) R. Br.
Listera ovata (L.) R. Br.
Lithocarpus curtisii (King ex Hook. f.) A. Camus
Lithospermum arvense L.
Lithospermum multiflorum Torr. ex A. Gray
Lithraea molleoides (Vell.) Engl.
Litsea magnifica Boerl.
Lloydia serotina (L.) Salisb. ex Rchb.
Lobelia inflata L.
Lobelia spicata Lam.
Logfia arvensis (L.) Holub
Logfia minima (Sm.) Dumort.
Lolium perenne L.
Lolium remotum Schrank
Lolium rigidum Gaudin
Lolium temulentum L.
Lomelosia argentea Greuter & Burdet
Lomelosia graminifolia (L.) Greuter & Burdet graminifolia
Lonchocarpus heptaphyllus (Poir.) DC.
Lonicera alpigena L. alpigena
Lonicera caerulea L. caerulea
Lonicera caprifolium L.
Lonicera implexa Aiton
Lonicera japonica Thunb.
Lonicera nigra L.
Lonicera periclymenum L.
Lonicera xylosteum L.
Lotus corniculatus L. alpinus (DC.) Rothm.
Lotus corniculatus L. corniculatus
Lotus pedunculatus Cav.
Lotus tenuis Waldst. & Kit. ex Willd.
Lotus wrightii (A. Gray) Greene
Lozania pittieri (S.F. Blake) L.B. Sm.
Ludwigia palustris (L.) Elliott
Luehea seemannii Triana & Planch.
Lunaria annua L.
Lunaria rediviva L.
Lupinus albus L.
Lupinus argenteus Pursh
Lupinus kingii S. Watson
Lupinus luteus L.
Lupinus perennis L.
Lupinus polyphyllus Lindl.
Luronium natans (L.) Raf.
Luzula alpinopilosa (Chaix) Breistr. alpinopilosa
Luzula campestris (L.) DC.
Luzula forsteri (Sm.) DC.
