species,author,popularNameNO,establishmentClass,alienStatus,riskCategory,validScientificName,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name,One.Reason
Sorbus koehneana,C.K.Schneid.,kvitrogn,E,Selvstendig reproduserende,PH,Sorbus koehneana C.K.Schneid.,Sorbus koehneana C.K.Schneid.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,13,2211,1,wfo-0000996506,urn:lsid:ipni.org:names:741810-1,2618,Sorbus koehneana,species,wfo-4000035797,C.K.Schneid.,Rosaceae,"","",,Sorbus,"",koehneana,"",species,Valid,"Bull. Herb. Boissier , sér. 2, 6: 316 (1906)",Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Bull. Herb. Boissier Ser. II. vi. 316 (1906).  to Bull. Herb. Boissier , sér. 2, 6: 316 (1906), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.",http://www.theplantlist.org/tpl1.1/record/rjp-2618,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-2618,"",FALSE,"","","",""
Sorbus reducta,Diels,"",B2,Dørstokkart,LO,Sorbus reducta Diels,Sorbus reducta Diels,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,2212,1,wfo-0000996621,urn:lsid:ipni.org:names:741937-1,2632,Sorbus reducta,species,wfo-4000035797,Diels,Rosaceae,"","",,Sorbus,"",reducta,"",species,Valid,Notes Roy. Bot. Gard. Edinburgh 5: 272 (1912),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Notes Roy. Bot. Gard. Edinburgh 5: 272. 1912  to Notes Roy. Bot. Gard. Edinburgh 5: 272 (1912), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.t",http://www.theplantlist.org/tpl1.1/record/rjp-2632,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-2632,"",FALSE,"","","",""
Sorbus ulleungensis,Chin S.Chang,"",B2,Dørstokkart,LO,Sorbus ulleungensis Chin S.Chang,Sorbus ulleungensis Chin S.Chang,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,13,2213,1,wfo-0001343074,urn:lsid:ipni.org:names:77148406-1,77148406-1,Sorbus ulleungensis,species,wfo-4000035797,Chin S.Chang,Rosaceae,"","",,Sorbus,"",ulleungensis,"",species,Valid,Harvard Pap. Bot. 19: 252 (2014),Accepted,"","",,"Source in seed data: ipni Update namepublishedIn from Harvard Pap. Bot. 19(2): 252. 2014 [31 Dec 2014] [epublished] to Harvard Pap. Bot. 19: 252 (2014), information provided by Alan E. on email Jun. 07 2021",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77148406-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","","",""
Sorbus vilmorinii,C.K.Schneid.,"",B2,Dørstokkart,LO,Sorbus vilmorinii C.K.Schneid.,Sorbus vilmorinii C.K.Schneid.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,13,2214,1,wfo-0001016309,urn:lsid:ipni.org:names:742047-1,6937,Sorbus vilmorinii,species,wfo-4000035797,C.K.Schneid.,Rosaceae,"","",,Sorbus,"",vilmorinii,"",species,Valid,"Bull. Herb. Boissier , sér. 2, 6: 317 (1906)",Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Bull. Herb. Boissier Ser. II. vi. 317 (1906).  to Bull. Herb. Boissier , sér. 2, 6: 317 (1906), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.",http://www.theplantlist.org/tpl1.1/record/rjp-6937,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-6937,"",FALSE,"","","",""
Spanioneura fonscolombii,"Foerster, 1848","",C1,Dørstokkart,LO,Spanioneura,"Spanioneura fonscolombii Foerster, 1848",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,2215,1,"",,,Spanioneura,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Spartina anglica,C.E.Hubb.,engelsk marskgras,A,Dørstokkart,HI,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,2216,1,wfo-0001341446,urn:lsid:ipni.org:names:77144696-1,77144696-1,Sporobolus anglicus,species,wfo-4000036182,(C.E.Hubb.) P.M.Peterson & Saarela,Poaceae,"","",,Sporobolus,"",anglicus,"",species,Valid,Taxon 63: 1236 (2014),Accepted,"","",,"Source in seed data: ipni Update namepublishedIn from Taxon 63(6): 1236. 2014 [22 Dec 2014]  to Taxon 63: 1236 (2014), information provided by Alan E. on email Jun. 07 2021",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77144696-1,The Poaceae TEN,A,"","",TRUE,Synonym,wfo-0000900681,Spartina anglica,""
Spartina ×townsendii,H.Groves & J.Groves,marskgras,A,Dørstokkart,LO,Spartina ×townsendii H.Groves & J.Groves,Spartina ×townsendii H.Groves & J.Groves,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,21,2217,1,wfo-0001341451,urn:lsid:ipni.org:names:77144702-1,77144702-1,Sporobolus × townsendii,species,wfo-4000036182,(H.Groves & J.Groves) P.M.Peterson & Saarela,Poaceae,"","",,Sporobolus,"",townsendii,"",species,Valid,Taxon 63: 1236 (2014),Accepted,"","",,"Source in seed data: ipni Update namepublishedIn from Taxon 63(6): 1236. 2014 [22 Dec 2014]  to Taxon 63: 1236 (2014), information provided by Alan E. on email Jun. 07 2021",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77144702-1,The Poaceae TEN,A,"",×,TRUE,Synonym,wfo-0000900676,Spartina townsendii,""
Spartium junceum,L.,spansk gyvel,B1,Dørstokkart,LO,Spartium junceum L.,Spartium junceum L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,2218,1,wfo-0000213405,urn:lsid:ipni.org:names:519057-1,8471,Spartium junceum,species,wfo-4000035866,L.,Fabaceae,"","",,Spartium,"",junceum,"",species,Valid,Sp. Pl.: 708 (1753),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from  to Sp. Pl. : 708 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8471 >The Plant List v.1.1.</a> Or",https://www.legumedata.org/taxonomy/taxon/597714,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-8471,"",TRUE,Synonym,wfo-0001448824,Spartium junceum f. plenum,""
Spatula cyanoptera,"(Vieillot, 1816)",kaneland,C0,Dørstokkart,LO,Spatula cyanoptera,"Spatula cyanoptera (Vieillot, 1816)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,11,2219,1,wfo-4000020725,urn:lsid:ipni.org:names:30005985-2,"",Lathyrus,genus,wfo-7000000323,L.,Fabaceae,"","",,Lathyrus,"","","",genus,Valid,Sp. Pl.: 729 (1753),Accepted,"","",,Source in seed data: TPL1.1 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Leguminosae/Lathyrus/ >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/browse/A/Leguminosae/Lathyrus/ >The Plant List ,"","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",TRUE,Synonym,wfo-4000035910,Spatulima,""
Spergularia rubra,(L.) J.Presl & C.Presl,tunbendel,"",Etablert per år 1800,NR,Spergularia rubra,Spergularia rubra (L.) J.Presl & C.Presl,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2220,1,wfo-0000436420,urn:lsid:ipni.org:names:158983-1,618974,Spergularia rubra,species,wfo-4000035930,J.Presl & C.Presl,Caryophyllaceae,"","",,Spergularia,"",rubra,"",species,Valid,Fl. Cech. : 94 (1819),Accepted,"",wfo-0000546588,,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) J.Presl & C.Presl to J.Presl & C.Presl, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2482087",http://www.theplantlist.org/tpl1.1/record/kew-2482087,The Caryophyllales Taxonomic Expert Network,A,kew-2482087,"",FALSE,"","","",""
Sphaceloma murrayae,Grodz. & Jenkins,"",A,Dørstokkart,HI,Sphaceloma murrayae Grodz. & Jenkins,Sphaceloma murrayae Grodz. & Jenkins,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,31,2221,1,wfo-0000043245,urn:lsid:ipni.org:names:109601-3,GCC-4815E21F-0E81-4A4D-965F-F84BD58E8BDE,Helichrysum phaceloma,species,"",F.Muell. & Tate,Asteraceae,"","",,Helichrysum,"",phaceloma,"",species,"",Transactions and Proceedings of the Royal Society of South Australia 19  1895,Unchecked,"","",,"Source in seed data: gcc Updated namepublishedIn from 1895  to Transactions and Proceedings of the Royal Society of South Australia 19  1895 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplan",http://www.theplantlist.org/tpl1.1/record/gcc-141829,The Asteraceaae TEN,A,gcc-141829,"",FALSE,"","","",""
Sphaeropsis sapinea,(Fr.) Dyko & B. Sutton,"",E,Selvstendig reproduserende,HI,Sphaeropsis sapinea,Sphaeropsis sapinea (Fr.) Dyko & B. Sutton,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,10,2222,1,wfo-4100000489,"","",Sphagnopsis,genus,"",Trevis.,"","","",,Sphagnopsis,"","","",genus,"",Atti della Società Italiana di Scienze Naturali. 19: 478. 1876,Unchecked,"","",,"","",rhakhis,"","","",FALSE,"","","",""
Spiraea alba,Du Roi,hvitspirea,"",Selvstendig reproduserende,PH,Spiraea alba Du Roi,Spiraea alba Du Roi,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,2223,1,wfo-0000985576,"",1282,Spiraea alba,species,wfo-4000036101,Du Roi,Rosaceae,"","",,Spiraea,"",alba,"",species,Valid,Die Harbkesche wilde Baumzucht ; 1771 430 1772,Accepted,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-1282 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-1282 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-1282,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1282,"",FALSE,"","","",Accepted
Spiraea ×arguta,Zabel,brudespirea,D1,Selvstendig reproduserende,PH,Spiraea ×arguta Zabel,Spiraea ×arguta Zabel,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,2224,1,wfo-0000997542,urn:lsid:ipni.org:names:30200186-2,275,Spiraea salicifolia,species,wfo-4000036101,L.,Rosaceae,"","",,Spiraea,"",salicifolia,"",species,Valid,Sp. Pl. : 489 (1753),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 489 1753  to Sp. Pl. : 489 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/rjp-275,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-275,"",TRUE,Synonym,wfo-0000985821,Spiraea arguta,""
Spiraea betulifolia,Pall.,bjørkebladspirea,C2,Selvstendig reproduserende,LO,Spiraea betulifolia Pall.,Spiraea betulifolia Pall.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,2225,2,wfo-0001015349,urn:lsid:ipni.org:names:285468-2,6222,Spiraea splendens  var. rosea,variety,wfo-0001015340,(A.Gray) Kartesz & Gandhi,Rosaceae,"","",,Spiraea,"",splendens,rosea,variety,Valid,Phytologia 67: 464 (1989),Accepted,"",wfo-0001015543,,"Source in seed data: rjp Update namepublishedIn from ; 1989 464 1989  to Phytologia 67: 464 (1989), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-6222 >The Plant",http://www.theplantlist.org/tpl1.1/record/rjp-6222,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-6222,"",TRUE,Synonym,wfo-0001015543,Spiraea betulifolia var. rosea,smallest ID
Spiraea ×billardii,Hérincq,klasespirea,E,Selvstendig reproduserende,SE,Spiraea ×billardii Hérincq,Spiraea ×billardii Hérincq,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,9,2226,3,wfo-0001018146,"",895,Spiraea × billiardii,species,wfo-4000036101,H‚rincq,Rosaceae,"","",,Spiraea,"",billiardii,"",species,Valid,"; 1855 3, t.2 1855",Accepted,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-895 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-895 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-895,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-895,×,TRUE,Synonym,wfo-0001011329,Spiraea billardii,Accepted
Spiraea chamaedryfolia,L.,bjarkøyspirea,E,Selvstendig reproduserende,PH,Spiraea chamaedryfolia L.,Spiraea chamaedryfolia L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,2227,4,wfo-0001006197,urn:lsid:ipni.org:names:742175-1,394,Spiraea chamaedryfolia,species,wfo-4000036101,L.,Rosaceae,"","",,Spiraea,"",chamaedryfolia,"",species,Valid,Sp. Pl. : 489 (1753),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Sp. Pl. 1: 489. 1753 [1 May 1753]  to Sp. Pl. : 489 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-39",http://www.theplantlist.org/tpl1.1/record/rjp-394,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-394,"",FALSE,"","","",Accepted
Spiraea ×cinerea,Zabel,gråspirea,D1,Selvstendig reproduserende,PH,Spiraea ×cinerea Zabel,Spiraea ×cinerea Zabel,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,2228,1,wfo-0001004577,urn:lsid:ipni.org:names:191245-2,3645,Petrophytum cinerascens,species,wfo-4000028982,(Piper) Rydb.,Rosaceae,"","",,Petrophytum,"",cinerascens,"",species,Valid,N. Amer. Fl. 22: 253 (1908),Accepted,"",wfo-0001013753,,"Source in seed data: rjp Update namepublishedIn from North American Flora [Rosaceae] North American Flora [Rosaceae]; 1908 253 1908  to N. Amer. Fl. 22: 253 (1908), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a h",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:191245-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-3645,"",TRUE,Synonym,wfo-0001013753,Spiraea cinerascens,""
Spiraea douglasii,Hook.,douglasspirea,D2,Selvstendig reproduserende,PH,Spiraea douglasii Hook.,Spiraea douglasii Hook.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,2229,1,wfo-0000985407,urn:lsid:ipni.org:names:742226-1,1261,Spiraea douglasii,species,wfo-4000036101,Hook.,Rosaceae,"","",,Spiraea,"",douglasii,"",species,Valid,Fl. Bor.-Amer. 1: 172 (1832),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Flora boreali-americana ; 1829 172 1832  to Fl. Bor.-Amer. 1: 172 (1832), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1",http://www.theplantlist.org/tpl1.1/record/rjp-1261,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1261,"",FALSE,"","","",""
Spiraea japonica,L. f.,japanspirea,E,Selvstendig reproduserende,PH,Spiraea japonica L. f.,Spiraea japonica L. f.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,2230,2,wfo-0001017289,urn:lsid:ipni.org:names:77252897-1,7945,Spiraea japonica  f. alpina,form,wfo-0001008609,(Maxim.) Koidz.,Rosaceae,"","",,Spiraea,"",japonica,alpina,form,Valid,Bot. Mag. (Tokyo) 23: 167. 1909 (1909),Accepted,"",wfo-0001017290,,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-7945 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-7945 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-7945,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-7945,"",FALSE,"","","",Not a synonym
Spiraea latifolia,(Aiton) Borkh.,breispirea,D2,Selvstendig reproduserende,HI,Spiraea latifolia,Spiraea latifolia (Aiton) Borkh.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2231,1,wfo-0001005926,urn:lsid:ipni.org:names:742341-1,389,Spiraea latifolia,species,"",Borkh.,Rosaceae,"","",,Spiraea,"",latifolia,"",species,"",Theor. Prakt. Handb. Forstbot. 2: 1871 (1803),Unchecked,"",wfo-0001017714,,"Source in seed data: rjp Updated scientificnameAuthorship from (Aiton) Borkh. to Borkh., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-389 >The Plant List v.1.1.",http://www.theplantlist.org/tpl1.1/record/rjp-389,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-389,"",FALSE,"","","",""
Spiraea ×macrothyrsa,Dippel,storspirea,D1,Selvstendig reproduserende,HI,Spiraea ×macrothyrsa Dippel,Spiraea ×macrothyrsa Dippel,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,2232,1,wfo-0000988772,urn:lsid:ipni.org:names:742361-1,16835,Spiraea × macrothyrsa,species,wfo-4000036101,Dippel,Rosaceae,"","",,Spiraea,"",macrothyrsa,"",species,Valid,Handb. Laubholzk. 3: 489 (1893),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Handb. Laubholzk. iii. (1893) 489; Koehne, Deutsche Dendrol. (1893) 221.  to Handb. Laubholzk. 3: 489 (1893), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hre",http://www.theplantlist.org/tpl1.1/record/rjp-16835,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-16835,×,FALSE,"","","",""
Spiraea media,F.Schmidt,karpatspirea,C2,Selvstendig reproduserende,LO,Spiraea media F.Schmidt,Spiraea media F.Schmidt,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,10,2233,2,wfo-0001015831,"",6337,Spiraea media,species,wfo-4000036101,F.Schmidt,Rosaceae,"","",,Spiraea,"",media,"",species,Valid,Oestr. Baumz. i. 53. t. 54.,Accepted,"","",,"Source in seed data: rjp Updated Author from Schmidt to F.Schmidt, according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-6337 >The Plant List v.1.1.<",http://www.theplantlist.org/tpl1.1/record/rjp-6337,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-6337,"",FALSE,"","","",Accepted
Spiraea nipponica,Maxim.,nipponspirea,C3,Selvstendig reproduserende,LO,Spiraea nipponica Maxim.,Spiraea nipponica Maxim.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,2234,1,wfo-0000983488,urn:lsid:ipni.org:names:742405-1,10305,Spiraea nipponica,species,wfo-4000036101,Maxim.,Rosaceae,"","",,Spiraea,"",nipponica,"",species,Valid,"Bull. Acad. Imp. Sci. Saint-Pétersbourg , sér. 3, 31: 40 (1886)",Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Bull. Acad. Imp. Sci. Saint-Pétersbourg xxxi. (1886) 40.  to Bull. Acad. Imp. Sci. Saint-Pétersbourg , sér. 3, 31: 40 (1886), information provided by Alan E. on email Jun. 07 2021 More details could",http://www.theplantlist.org/tpl1.1/record/rjp-10305,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-10305,"",FALSE,"","","",""
Spiraea ×pseudosalicifolia,Silverside,praktspirea,C3,Selvstendig reproduserende,LO,Spiraea ×pseudosalicifolia Silverside,Spiraea ×pseudosalicifolia Silverside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,12,2235,1,wfo-0000985073,urn:lsid:ipni.org:names:940075-1,1210,Spiraea × pseudosalicifolia,species,wfo-4000036101,Silverside,Rosaceae,"","",,Spiraea,"",pseudosalicifolia,"",species,Valid,Watsonia 18: 147 (1990),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Watsonia 18(2): 147. 1990  to Watsonia 18: 147 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-1210 >T",http://www.theplantlist.org/tpl1.1/record/rjp-1210,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1210,×,FALSE,"","","",""
Spiraea ×rosalba,Dippel,purpurspirea,E,Selvstendig reproduserende,SE,Spiraea ×rosalba Dippel,Spiraea ×rosalba Dippel,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,2236,1,wfo-0000984634,urn:lsid:ipni.org:names:742497-1,1155,Spiraea × rosalba,species,wfo-4000036101,Dippel,Rosaceae,"","",,Spiraea,"",rosalba,"",species,Valid,Handb. Laubholzk. 3: 484 (1893),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Handbuch der Laubholzkunde ; 1889 484 1893  to Handb. Laubholzk. 3: 484 (1893), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/",http://www.theplantlist.org/tpl1.1/record/rjp-1155,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1155,×,FALSE,"","","",""
Spiraea ×rubella,Dippel,bleikspirea,E,Selvstendig reproduserende,SE,Spiraea ×rubella Dippel,Spiraea ×rubella Dippel,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,2237,1,wfo-0000984634,urn:lsid:ipni.org:names:742497-1,1155,Spiraea × rosalba,species,wfo-4000036101,Dippel,Rosaceae,"","",,Spiraea,"",rosalba,"",species,Valid,Handb. Laubholzk. 3: 484 (1893),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Handbuch der Laubholzkunde ; 1889 484 1893  to Handb. Laubholzk. 3: 484 (1893), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/",http://www.theplantlist.org/tpl1.1/record/rjp-1155,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1155,×,TRUE,Synonym,wfo-0000984403,Spiraea rubella,""
Spiraea salicifolia,L.,hekkspirea,E,Selvstendig reproduserende,HI,Spiraea salicifolia L.,Spiraea salicifolia L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,2238,3,wfo-0000997542,urn:lsid:ipni.org:names:30200186-2,275,Spiraea salicifolia,species,wfo-4000036101,L.,Rosaceae,"","",,Spiraea,"",salicifolia,"",species,Valid,Sp. Pl. : 489 (1753),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 489 1753  to Sp. Pl. : 489 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/rjp-275,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-275,"",FALSE,"","","",Accepted
