gbif_count
3003708
8182596
9011379
2925892
5280927
7618770
8420080
3025770
5371699
8208358
9063248
2971095
5357013
2888808
5281453
5352367
7473187
2926945
2975287
3026294
5280595
5331268
7259207
7379804
7795532
2770228
2914338
3029817
3032833
3049770
3189486
5281645
5281803
5341449
8467212
8898636
9245228
10996639
2670490
2673131
2857071
3027452
3149879
4201607
4279479
5331258
5387328
7493910
7991670
8011540
8160343
9023462
9202524
2671271
2673098
2673118
2727038
2875979
2891147
2986184
2992808
3033894
3118274
3120060
3171945
3171980
3189870
4279909
5280154
5280176
5281000
5356343
5365576
5369652
5374922
5410907
6437017
7622278
7657717
7797019
7874883
10071055
10636304
10742591
11014231
12192668
2670498
2671368
2672721
2679696
2679735
2680247
2681345
2681665
2681749
2681972
2682534
2688562
2700736
2700934
2704234
2704265
2705308
2727938
2873865
2882835
2888811
2928390
2974786
2993094
3013574
3021037
3028763
3033191
3040249
3044318
3048674
3052436
3085388
3085437
3108983
3134857
3135329
3152379
4277184
4279191
4280248
4280646
5280149
5280166
5280516
5280562
5280572
5280861
5281668
5282468
5283321
5286325
5356345
5356701
5361866
5362007
5371742
5372875
5531229
5710210
7459480
7541598
7602383
7960979
8217420
8345757
8402687
8848598
10480089
12209853
2650625
2650720
2650818
2650999
2651330
2670762
2671364
2671369
2671389
2671939
2672754
2673622
2675179
2675862
2675978
2677117
2678391
2679711
2679713
2679761
2679898
2679967
2680019
2681541
2681583
2681651
2681729
2682011
2682592
2684178
2684709
2686212
2687929
2687942
2688738
2688740
2689102
2689179
2689223
2689435
2702717
2703250
2704178
2704179
2704218
2704300
2704688
2704922
2704951
2705975
2706237
2706368
2706490
2710633
2722950
2724609
2726592
2769317
2770004
2882482
2882580
2882833
2888605
2888723
2888946
2888951
2888995
2889299
2890668
2913548
2926055
2926682
2927118
2927324
2974793
2986097
2986185
2987999
3002169
3002263
3003048
3012167
3023903
3025617
3027485
3027538
3027640
3027791
3028176
3033263
3033339
3033363
3034620
3034714
3034830
3039285
3039491
3042291
3045463
3047598
3048266
3048686
3052680
3053168
3082246
3083786
3083838
3085370
3085402
3085424
3085438
3085458
3087634
3103791
3105813
3107855
3112801
3113414
3113745
3114649
3117424
3120333
3120946
3135195
3170886
3171949
3172043
3172049
3172057
3172358
3189747
3189755
3189767
3189846
3664083
3666788
3736520
4118973
4149465
4276910
4276912
4276916
4277166
4278593
4279461
4921819
5274951
5275044
5275102
5275132
5275149
5280682
5281267
5281381
5281725
5281758
5281784
5282341
5282641
5282686
5282700
5282884
5283004
5283400
5283402
5283423
5283478
5283520
5283780
5283863
5283962
5284884
5285637
5286296
5286350
5286381
5289756
5290081
5290090
5290319
5300245
5331347
5331916
5334217
5334220
5341170
5341175
5341297
5341300
5356662
5356704
5358748
5358812
5362038
5366215
5369701
5371473
5371818
5372952
5374614
5376075
5384604
5384616
5384795
5385604
5393103
5394163
5409933
5567694
5710190
5710930
6387994
6391194
6413621
6413649
6428353
6446462
7296321
7331633
7347186
7361336
7430843
7571728
7572691
7578787
7589756
7608669
7693914
7696360
7807598
7821030
7830465
7874303
7878923
7902341
7903057
7924597
7941223
7972010
8006324
8025175
8058115
8059811
8063871
8073364
8089871
8099233
8108066
8125645
8182643
8193111
8195119
8195144
8211958
8228544
8232782
8250334
8284495
8285962
8300054
8300994
8301102
8306353
8324121
8339930
8367217
8377689
8406661
8411755
8428680
8774925
8871572
8925249
8941394
9014945
9094061
9118014
9148577
9172281
9199378
9220780
9415196
9458333
9619541
10045705
10299994
10448252
11094947
11977532
12227520
